Unicode	字	地區	粵拼	備註
U+3682	㚂	G,KP,T	zoeng4	無
U+3683	㚃	G,T	wan1	無
U+3684	㚄	T	？	無
U+3685	㚅	G,T	lung4	無
U+3686	㚆	G,J	fuk6,fuk6	無
U+3687	㚇	G,KP,K,T	zuk1,zung1	無
U+3688	㚈	J	？	無
U+3689	㚉	G,J,T	gu2	無
U+368A	㚊	G,T	hoi1	無
U+368B	㚋	G,T	diu1,niu5,seoi4,to5	無
U+368C	㚌	G,T	fo2,lo2	無
U+368D	㚍	G,T	fai3	無
U+368E	㚎	T	？	無
U+368F	㚏	G,T	gou2,zyu5	無
U+3690	㚐	G,T	tou3,zou6	無
U+3691	㚑	J	？	無
U+3692	㚒	G,T	sim2,sin2	無
U+3693	㚓	G,K,T	loi4,loi4	無
U+3694	㚔	G,T	nip6	無
U+3695	㚕	G,J,K,T	faat1	無
U+3696	㚖	G,J,T	gou2	無
U+3697	㚗	G,T	ce4,wu1	無
U+3698	㚘	G,K,T	bun6	無
U+3699	㚙	G,J	gaa1	無
U+369A	㚚	G,H,T	kwang1	無
U+369B	㚛	G	？	無
U+369C	㚜	G,T	wik6	無
U+369D	㚝	G,T	fui1,teoi4,waai2	無
U+369E	㚞	G,T	？	無
U+369F	㚟	G,T	？	無
U+36A0	㚠	G,J,KP,T	hiu1	無
U+36A1	㚡	G,T	？	無
U+36A2	㚢	G,T	nou4	無
U+36A3	㚣	G,T	gaau2,haau4	無
U+36A4	㚤	G,KP,T	zik6	無
U+36A5	㚥	G,H,T	zyu1	無
U+36A6	㚦	G,T	gei1	無
U+36A7	㚧	G,K,T	ngam4,zim5	無
U+36A8	㚨	G,T	？	無
U+36A9	㚩	G,KP,T	zim5	無
U+36AA	㚪	G,H,T	hou3	無
U+36AB	㚫	G,T	saap3	無
U+36AC	㚬	G,H,T	gwan1	無
U+36AD	㚭	G,T	zaau4	無
U+36AE	㚮	G,T	daam1	無
U+36AF	㚯	G	cam4	無
U+36B0	㚰	G,H,KP,T	pui1	無
U+36B1	㚱	G,H,K,T	zaau1	無
U+36B2	㚲	G,KP,T	sim1	無
U+36B3	㚳	G,KP,T	o1	無
U+36B4	㚴	G,T	bou3	無
U+36B5	㚵	G,H,T	dung1	無
U+36B6	㚶	G,T	ci5	無
U+36B7	㚷	G,KP,T	nai5	無
U+36B8	㚸	G,KP,T	si1	無
U+36B9	㚹	G,H,T	mau5	無
U+36BA	㚺	G,T	zaan6	無
U+36BB	㚻	G,J,K,T	gei1	無
U+36BC	㚼	G,H,T	naau2	無
U+36BD	㚽	G,T	haau2	無
U+36BE	㚾	G,K,T	？	無
U+36BF	㚿	G,T	pau4	無
U+36C0	㛀	G	？	無
U+36C1	㛁	G,H,T	ping1	無
U+36C2	㛂	G,KP,K,T	？	無
U+36C3	㛃	G,H,T	git3	無
U+36C4	㛄	G,H,K,T	zi1	無
U+36C5	㛅	G,H,K,T	nei6	無
U+36C6	㛆	G,K	do2	無
U+36C7	㛇	G,H	zong1	無
U+36C8	㛈	G,H	haau2	無
U+36C9	㛉	G,T	？	無
U+36CA	㛊	G,T	do2	無
U+36CB	㛋	K	？	無
U+36CC	㛌	K	？	無
U+36CD	㛍	G,T	hap6	無
U+36CE	㛎	G,T,V	leoi5	無
U+36CF	㛏	G,J,T	kau4	無
U+36D0	㛐	G,K,T	sou2	無
U+36D1	㛑	G,KP,T	caan3	無
U+36D2	㛒	G,J,T	daau2,daau6,zaau6	無
U+36D3	㛓	G,H,T	ci1,dou1,hei1	無
U+36D4	㛔	G,H,T	fung1	無
U+36D5	㛕	G,T	zaap1	無
U+36D6	㛖	G,H,T	so1,zo6	無
U+36D7	㛗	G,T	so1	無
U+36D8	㛘	G,KP,T	but6	無
U+36D9	㛙	G,T	san1	無
U+36DA	㛚	G,T	tung2	無
U+36DB	㛛	G,T	saan1,zaan3	無
U+36DC	㛜	G,T	zaau4	無
U+36DD	㛝	G,H,T	bui3	無
U+36DE	㛞	G,T	lung6	無
U+36DF	㛟	G	？	無
U+36E0	㛠	G	？	無
U+36E1	㛡	H,K,T	wan6	無
U+36E2	㛢	G,H,T	sau3	無
U+36E3	㛣	G	？	無
U+36E4	㛤	G	？	無
U+36E5	㛥	G,H,T	dap6	無
U+36E6	㛦	G,H,T	lam5	無
U+36E7	㛧	G,T	mun5	無
U+36E8	㛨	G,T	goeng2	無
U+36E9	㛩	G,T	zuk6	無
U+36EA	㛪	G,KP,T,V	aam1,gim1,him1,zim1	無
U+36EB	㛫	G,T	sek3	無
U+36EC	㛬	G,T	luk6	無
U+36ED	㛭	G,T	sik1,sim3	無
U+36EE	㛮	G,KP,T	sou2	無
U+36EF	㛯	G,KP,T	min5	無
U+36F0	㛰	G,KP,T	fan1	無
U+36F1	㛱	G,T	wui2	無
U+36F2	㛲	G,T	faat3	無
U+36F3	㛳	G,T	zaai6,zaam3	無
U+36F4	㛴	G,KP,T	nou5,zyun5	無
U+36F5	㛵	G,H,T	cing1	無
U+36F6	㛶	G,K,T	taan3	無
U+36F7	㛷	G,J,T	gai1	無
U+36F8	㛸	G,T	syu6	無
U+36F9	㛹	G,KP,T	pin4	無
U+36FA	㛺	G,KP,T	aam1	無
U+36FB	㛻	G,T	kwaai2	無
U+36FC	㛼	G,T	cap3,coi3	無
U+36FD	㛽	G,T	saan1	無
U+36FE	㛾	G,T	haam4	無
U+36FF	㛿	G	zaai6,zat3	無
U+3700	㜀	G	？	無
U+3701	㜁	G,H,T	caa4	無
U+3702	㜂	G,T	fung1	無
U+3703	㜃	G,H,T	lyun2,lyut6	無
U+3704	㜄	G,T	caam4,caan2,saan6,zaan2	無
U+3705	㜅	G,T	cuk1	無
U+3706	㜆	G,T	maai4	無
U+3707	㜇	G,T	waai6	無
U+3708	㜈	G,H,KP,T	muk6	無
U+3709	㜉	G,T	zung1,zung2	無
U+370A	㜊	G,H,T	nan5,zin2	無
U+370B	㜋	G,T	zi4,zik1	無
U+370C	㜌	G,T	gaau3	無
U+370D	㜍	G,H,T	tong4	無
U+370E	㜎	G,KP,K,T	haai4,haai6	無
U+370F	㜏	G,K,T	wan4	無
U+3710	㜐	G,T	syu6	無
U+3711	㜑	G,K,T	pak3,po4	無
U+3712	㜒	G,T	ngaai6,zi5	無
U+3713	㜓	G,T	daap3	無
U+3714	㜔	G	？	無
U+3715	㜕	G,T	lin4	無
U+3716	㜖	G,K,T	cou4	無
U+3717	㜗	G,KP,T	cam2	無
U+3718	㜘	G,KP,K,T	geoi6	無
U+3719	㜙	G,T	luk6	無
U+371A	㜚	G,T	suk1	無
U+371B	㜛	G,T	zyun5	無
U+371C	㜜	G,H,T	ngou6	無
U+371D	㜝	G,KP,T	an2	無
U+371E	㜞	G,K,T	cam4,cim3	無
U+371F	㜟	G	？	無
U+3720	㜠	G,T	ceoi1,cyun2	無
U+3721	㜡	G,T	sung1	無
U+3722	㜢	G,H,T	leoi5	無
U+3723	㜣	G,H,KP,T	zin4	無
U+3724	㜤	G,T	saam2	無
U+3725	㜥	G,H,T,V	maai4	無
U+3726	㜦	G,T	cam4	無
U+3727	㜧	G,T	kyut3,waat1	無
U+3728	㜨	G,T	？	無
U+3729	㜩	G,T	ou3	無
U+372A	㜪	G,KP,T	saan1,sin2	無
U+372B	㜫	G,T	mei5	無
U+372C	㜬	G,H,T	daam1	無
U+372D	㜭	H,K	dong1	無
U+372E	㜮	G,K,T,V	laam6	無
U+372F	㜯	G,KP,K,T	hei1	無
U+3730	㜰	G,H,T	zoek6	無
U+3731	㜱	G,T	zat1	無
U+3732	㜲	G,H,T	zing4	無
U+3733	㜳	G,H,K,T	gwaai1,wai4	無
U+3734	㜴	G,T	mung6	無
U+3735	㜵	G,KP,T	niu5	無
U+3736	㜶	T	man5,man6	無
U+3737	㜷	G,KP,K,T	laau4,nai5	無
U+3738	㜸	G,KP,K,T	zip6,zit6,zyu1	無
U+3739	㜹	G,T	keoi4	無
U+373A	㜺	G,H,K,T	zaan2	無
U+373B	㜻	G,T	lyun2	無
U+373C	㜼	G,T	dip6,zaat6,zit1	無
U+373D	㜽	G,T	daai2,zi2	無
U+373E	㜾	G,J,T	haai4	無
U+373F	㜿	G,T	zeoi6,zok6	無
U+3740	㝀	G,H,T	hou3	無
U+3741	㝁	G,K,T	king4	無
U+3742	㝂	G,KP,T	caam4,dap3,gei1,zaai3,zit3	無
U+3743	㝃	G,H,KP,T	hei1,min5	無
U+3744	㝄	G,T	seon4,zeot1	無
U+3745	㝅	G,KP,K,T	gaau3,zyu5	無
U+3746	㝆	K	？	無
U+3747	㝇	G,J,T	seon4	無
U+3748	㝈	G,KP,T	lyun4	無
U+3749	㝉	G	cyu5	無
U+374A	㝊	G,T	sau2	無
U+374B	㝋	G,J	liu5	無
U+374C	㝌	G,T	gau3	無
U+374D	㝍	KP,K,T	se2	無
U+374E	㝎	G,KP,K,T	ding6	無
U+374F	㝏	G,KP,K,T	gaai3	無
U+3750	㝐	G,KP,T	zung2,zung4	無
U+3751	㝑	G,J,T	pong4	無
U+3752	㝒	G,T	geoi1	無
U+3753	㝓	G,K,T	gaap3,hau1,kaap6	無
U+3754	㝔	G,KP,K,T	ziu3	無
U+3755	㝕	G,T	fai3,ning4	無
U+3756	㝖	G,T	zi4	無
U+3757	㝗	G,K,T	gong1	無
U+3758	㝘	G,J,T	zung4	無
U+3759	㝙	G,J,T	zaan4	無
U+375A	㝚	G,K	？	無
U+375B	㝛	G,KP,T	suk1	無
U+375C	㝜	G,K,T	sik1	無
U+375D	㝝	G,T	lam4,lam6	無
U+375E	㝞	G,T	aa1	無
U+375F	㝟	G,J,T	mou6,mui6	無
U+3760	㝠	G,J,KP,K,T	ming4	無
U+3761	㝡	G,J,KP,K	zeoi3,zyu4	無
U+3762	㝢	G,H,J,KP,K,T	zyu5	無
U+3763	㝣	G,T	？	無
U+3764	㝤	G,K,T	gau3	無
U+3765	㝥	G,T	maai5	無
U+3766	㝦	G,T	zeon3	無
U+3767	㝧	G,T	wan2	無
U+3768	㝨	G,K	？	無
U+3769	㝩	G,T	hoi1	無
U+376A	㝪	G,KP,T	dim3	無
U+376B	㝫	G,J,K,T	lung4	無
U+376C	㝬	G,J,T	？	無
U+376D	㝭	G,J,T	sing2	無
U+376E	㝮	G,T	？	無
U+376F	㝯	G,H,K,T	kiu4	無
U+3770	㝰	G,K,T	maan5,min4	無
U+3771	㝱	G,KP,T	mung6	無
U+3772	㝲	G,K,T	cam2	無
U+3773	㝳	K	？	無
U+3774	㝴	G,T	zyun4	無
U+3775	㝵	G,J,K,T,V	daak1,ngoi6	無
U+3776	㝶	G,K,T	dak1	無
U+3777	㝷	T	？	無
U+3778	㝸	G,J,T	beng2,bin6	無
U+3779	㝹	G,T,V	？	無
U+377A	㝺	G,KP,K,T	lim4	無
U+377B	㝻	G,K,T	gan2	無
U+377C	㝼	G,K,T	zyu1	無
U+377D	㝽	G,T	cai1,ceoi4,coek3	無
U+377E	㝾	G,KP,T	zo2	無
U+377F	㝿	G,KP,K,T	bo2	無
U+3780	㞀	G,K,T	fui1	無
U+3781	㞁	G,T	ziu6	無
U+3782	㞂	G,KP,T	teoi2	無
U+3783	㞃	G,KP,K,T	gik6	無
U+3784	㞄	G,T	aam1,an2	無
U+3785	㞅	G,K,T	gwo2,kong3,kwok3	無
U+3786	㞆	G,K,T	gei1	無
U+3787	㞇	G,KP,T	waai2	無
U+3788	㞈	G,T	bui6,but6	無
U+3789	㞉	G,T	zaat3	無
U+378A	㞊	G,T	seot1	無
U+378B	㞋	G,T	nin2	無
U+378C	㞌	G,T	lai1,zaan6	無
U+378D	㞍	J	？	無
U+378E	㞎	G	baa2,paa4	無
U+378F	㞏	G,T	zaat6	無
U+3790	㞐	G,KP,T	geoi1	無
U+3791	㞑	G,T	mei5	無
U+3792	㞒	G,T	aai3	無
U+3793	㞓	G,T	hai1,hei3	無
U+3794	㞔	G,T	ji4	無
U+3795	㞕	G,KP,T	ngaat6,sit3	無
U+3796	㞖	G,T	ci1,ci3,zi4	無
U+3797	㞗	G,H,K,T	gau1	無
U+3798	㞘	G,T	duk1,tyun4	無
U+3799	㞙	G,T	niu6	無
U+379A	㞚	G,T	kaai3	無
U+379B	㞛	G,T	gei2	無
U+379C	㞜	G,KP,T	teoi1	無
U+379D	㞝	K	？	無
U+379E	㞞	G	？	無
U+379F	㞟	G,K,T	din6	無
U+37A0	㞠	G,H	liu4	無
U+37A1	㞡	G,T	zin2	無
U+37A2	㞢	G,T	zi1	無
U+37A3	㞣	G,K,T	fan1	無
U+37A4	㞤	G,T	saam4	無
U+37A5	㞥	G,T	cip3,gip3,saam4,seon2	無
U+37A6	㞦	G,T	gei2	無
U+37A7	㞧	G,T	wui6	無
U+37A8	㞨	G,T	zi1,zi2	無
U+37A9	㞩	G,T	laam4	無
U+37AA	㞪	G,J,T	mau6,nau4	無
U+37AB	㞫	G,T	zaau2,zau2	無
U+37AC	㞬	G,J,T	？	無
U+37AD	㞭	G,T	daai6	無
U+37AE	㞮	J	？	無
U+37AF	㞯	KP,T	zit3	無
U+37B0	㞰	G,T	heoi2	無
U+37B1	㞱	G,K,T	cung1	無
U+37B2	㞲	G,T	zung6	無
U+37B3	㞳	G,K,T	dau2	無
U+37B4	㞴	G,J,T	ci4	無
U+37B5	㞵	G,T	tou1	無
U+37B6	㞶	G,T	man4	無
U+37B7	㞷	G,J,T	wong4	無
U+37B8	㞸	G,K	seoi3	無
U+37B9	㞹	G,H,KP,T	ho2	無
U+37BA	㞺	G,J,T	zuk6	無
U+37BB	㞻	G,J,T	hou6	無
U+37BC	㞼	G,J,T	nip6,sing4	無
U+37BD	㞽	G,T	hyut3	無
U+37BE	㞾	G,H,T	nei4	無
U+37BF	㞿	G,J,T	kei4	無
U+37C0	㟀	G,T	lin4	無
U+37C1	㟁	G,J,T	ngang6,ngon6	無
U+37C2	㟂	G	mou5	無
U+37C3	㟃	K,T	si1	無
U+37C4	㟄	G,T	coeng4	無
U+37C5	㟅	G,KP,T	ou2,zoeng4,zoeng6	無
U+37C6	㟆	G	waa4	無
U+37C7	㟇	G,T	co4	無
U+37C8	㟈	G,T	kau4	無
U+37C9	㟉	G,T	lou4	無
U+37CA	㟊	G,T	fu1	無
U+37CB	㟋	G,T	deoi3	無
U+37CC	㟌	G,T	mong4	無
U+37CD	㟍	G,T	long4	無
U+37CE	㟎	G,T	to5	無
U+37CF	㟏	G,T	ham4	無
U+37D0	㟐	G,T	mong5	無
U+37D1	㟑	G,T	but6	無
U+37D2	㟒	G,J,T	kwan1	無
U+37D3	㟓	G,K,T	kei4	無
U+37D4	㟔	G,T	ham4	無
U+37D5	㟕	K	？	無
U+37D6	㟖	G,H,T	lung6	無
U+37D7	㟗	G,T	ban1	無
U+37D8	㟘	G,T	tiu4	無
U+37D9	㟙	G,T	zaak6	無
U+37DA	㟚	G,T	kei4	無
U+37DB	㟛	G,J,T	zan2,zan3	無
U+37DC	㟜	G,J,T	nei4	無
U+37DD	㟝	G,T	pui4	無
U+37DE	㟞	G,T	zan2,zan6	無
U+37DF	㟟	G,J,T	hong2,hong6,hot3	無
U+37E0	㟠	G,T	gong1	無
U+37E1	㟡	J	？	無
U+37E2	㟢	G,J,T	kei4	無
U+37E3	㟣	K	？	無
U+37E4	㟤	G	luk6	無
U+37E5	㟥	T	caam1	無
U+37E6	㟦	G,T	wan6	無
U+37E7	㟧	G,J,T	hon6,ngok6,zim4	無
U+37E8	㟨	G,J,T	cyun4	無
U+37E9	㟩	G,T	man4	無
U+37EA	㟪	G,KP,T	waai1	無
U+37EB	㟫	G,T	cyun4	無
U+37EC	㟬	G,K,T	saau2,sou2	無
U+37ED	㟭	G,T	man4	無
U+37EE	㟮	G,K	daat6,daau6	無
U+37EF	㟯	G,T	？	無
U+37F0	㟰	G,KP,K,T	ming5	無
U+37F1	㟱	G,K,T	ngau5,ngo4,paau4,zip6	無
U+37F2	㟲	G,H,T	zyun4	無
U+37F3	㟳	G,K,T	gak3,ham2,leot6	無
U+37F4	㟴	G,J,KP,K,T,V	fai3,fan4,fan6	無
U+37F5	㟵	G,J,T	gong1	無
U+37F6	㟶	G,T	zyun4	無
U+37F7	㟷	G	dap3	無
U+37F8	㟸	G,H,T	gou1	無
U+37F9	㟹	G,KP,T	liu4,lou4	無
U+37FA	㟺	G,K,T	laau4	無
U+37FB	㟻	G,H,J,KP,T	cim3,ding1,zam2	無
U+37FC	㟼	G,KP,T	ngou4,ngou4	無
U+37FD	㟽	G,J,KP,K,T	biu2	無
U+37FE	㟾	G,T	zung4	無
U+37FF	㟿	G,T	mong5	無
U+3800	㠀	G,J,KP,T	dou2	無
U+3801	㠁	G,KP,T	caam1	無
U+3802	㠂	G,T	ngou4	無
U+3803	㠃	K	？	無
U+3804	㠄	G,T	zaap6	無
U+3805	㠅	G,T	fuk1	無
U+3806	㠆	G,KP,T	daan1	無
U+3807	㠇	G,T	zau6	無
U+3808	㠈	G,T	zeon6	無
U+3809	㠉	G,J,KP,K,T	hiu1,tung4	無
U+380A	㠊	G,KP,K,T	keoi1	無
U+380B	㠋	G,KP,T	ngok6	無
U+380C	㠌	G,J,T	hei1	無
U+380D	㠍	G,KP,T	caap1,zap6,zit6	無
U+380E	㠎	G,J,KP,T	zaap6	無
U+380F	㠏	G,H,T	gwaai3,waa4,wat6	無
U+3810	㠐	G,J,KP,T	caa4,giu6,kiu4	無
U+3811	㠑	G,KP,T	zeoi6	無
U+3812	㠒	G,T	biu2	無
U+3813	㠓	G,T	mung4	無
U+3814	㠔	G,T	bai3,be6	無
U+3815	㠕	G,J,T	waai5	無
U+3816	㠖	G,J,KP,T	zi4,zi6	無
U+3817	㠗	G,J,T	bei1,ou3	無
U+3818	㠘	T	zeoi6	無
U+3819	㠙	G,H,KP,T	hou4	無
U+381A	㠚	G,T	deoi3,zeoi3	無
U+381B	㠛	G,T	？	無
U+381C	㠜	G,T	zik6	無
U+381D	㠝	G,J,T	cyun4	無
U+381E	㠞	K	？	無
U+381F	㠟	G,K	lai4	無
U+3820	㠠	G,H,T	lou4	無
U+3821	㠡	G,T	muk6,niu5	無
U+3822	㠢	G,KP,T	wai4,wik6	無
U+3823	㠣	G	lik6	無
U+3824	㠤	G	？	無
U+3825	㠥	G,T	leoi6	無
U+3826	㠦	G,T	fung1,gaam3,haat6	無
U+3827	㠧	G,K,T	mei5	無
U+3828	㠨	G,KP,K,T	gwaat1,waat1	無
U+3829	㠩	G,T	fong1	無
U+382A	㠪	G,J,T	geoi6	無
U+382B	㠫	K	？	無
U+382C	㠬	K	？	無
U+382D	㠭	G,H,T	zin2	無
U+382E	㠮	G,T	pang1	無
U+382F	㠯	G,J,KP,K,T	zyu5	無
U+3830	㠰	K	？	無
U+3831	㠱	G,K,T	gei6	無
U+3832	㠲	G,KP,T	baat6,bei2,bok3	無
U+3833	㠳	K	？	無
U+3834	㠴	G,T	zaan6	無
U+3835	㠵	G,T	fong1	無
U+3836	㠶	G,H,J,T	faan4	無
U+3837	㠷	G,KP,T	gok3,hon6,kaau3	無
U+3838	㠸	G,H,T	fu3,gu1	無
U+3839	㠹	G,KP,T	gaai3	無
U+383A	㠺	G,K,T	saa1	無
U+383B	㠻	G,T	hei1	無
U+383C	㠼	G,J,T	si1	無
U+383D	㠽	G,T	tung4	無
U+383E	㠾	G,KP,T	zyun1,zyun3	無
U+383F	㠿	G,T	zi1	無
U+3840	㡀	G,J,K,T	bai6	無
U+3841	㡁	G,KP,K,T	kai2,kwaa1,kwaa3,pong4,tap3	無
U+3842	㡂	G,KP,T	lai6	無
U+3843	㡃	G,KP,K,T	fong1	無
U+3844	㡄	G,KP,T	seon1,seon2	無
U+3845	㡅	G,T	no5	無
U+3846	㡆	G,T,U	fong1	無
U+3847	㡇	G,KP,T	zip3	無
U+3848	㡈	G,KP,K,T	man6	無
U+3849	㡉	G,T	zin4	無
U+384A	㡊	G,KP,K,T	haap1,hap6	無
U+384B	㡋	G,KP,K,T	zim1	無
U+384C	㡌	G,J,KP,T	mou6	無
U+384D	㡍	G	？	無
U+384E	㡎	T	saam1	無
U+384F	㡏	G,KP,K,T	so1	無
U+3850	㡐	G,T	zin1	無
U+3851	㡑	G,T	hau1,ziu2	無
U+3852	㡒	G,T	zeon1	無
U+3853	㡓	G,KP,T	kwaan1	無
U+3854	㡔	G,T	mou6	無
U+3855	㡕	G,KP,K,T	zing1	無
U+3856	㡖	G,T	cong4	無
U+3857	㡗	G,T	tai4	無
U+3858	㡘	G,KP,T	lim4	無
U+3859	㡙	G,KP,T	bei1	無
U+385A	㡚	G,KP,T	haat6,ngaau1	無
U+385B	㡛	G,KP,T	mong4	無
U+385C	㡜	G,J,KP,T	syut3	無
U+385D	㡝	G,KP,T	fung6	無
U+385E	㡞	G,J,KP,T	laau4,laau5,leoi5	無
U+385F	㡟	G,KP,T	zou1	無
U+3860	㡠	G,KP,T	zing3	無
U+3861	㡡	G,J	cyu4	無
U+3862	㡢	G,J,T	maan6	無
U+3863	㡣	G,H,J,T	lung4	無
U+3864	㡤	K	？	無
U+3865	㡥	G,KP,K,T	zaan2	無
U+3866	㡦	G,K,T	baan1,faan6	無
U+3867	㡧	G,KP,T	coeng1,zing3	無
U+3868	㡨	G,KP,K,T	cin1	無
U+3869	㡩	G,T	lyun4	無
U+386A	㡪	G,T	？	無
U+386B	㡫	G,J,T	zi3	無
U+386C	㡬	J	？	無
U+386D	㡭	G,T	gai3	無
U+386E	㡮	G,T	gaap6,kaap6	無
U+386F	㡯	G,T	dok6,dou6,saam2,zak6	無
U+3870	㡰	G,T	zyu5	無
U+3871	㡱	G,K,T	gaau3,kaau3	無
U+3872	㡲	G,KP,T	waan4	無
U+3873	㡳	G,J,T	zi2	無
U+3874	㡴	G,T,V	kaap1,lai1	無
U+3875	㡵	G,H,T	ling4,ling5	無
U+3876	㡶	G,T	zi2	無
U+3877	㡷	G,T	bun2	無
U+3878	㡸	G,KP,K,T	zaa3	無
U+3879	㡹	G,T	zeoi1	無
U+387A	㡺	G,T	daan3	無
U+387B	㡻	G,T	liu6	無
U+387C	㡼	G,T	zi6	無
U+387D	㡽	G,J,T	ziu6	無
U+387E	㡾	G,T	haan6	無
U+387F	㡿	G,K,T	cik1	無
U+3880	㢀	G,T	ci3	無
U+3881	㢁	G,K,T	ci2	無
U+3882	㢂	G,T	zim5	無
U+3883	㢃	G,T	long4	無
U+3884	㢄	G,K,T	cim1,daau6	無
U+3885	㢅	G,T	lung6	無
U+3886	㢆	G,K,T	cin4	無
U+3887	㢇	K	？	無
U+3888	㢈	G,J,KP,T	teoi4	無
U+3889	㢉	G,T	caa4	無
U+388A	㢊	G,T	aai2	無
U+388B	㢋	G,J,KP,K,T	ci2	無
U+388C	㢌	T	？	無
U+388D	㢍	G,KP,T	zing2,zoeng3,zung2	無
U+388E	㢎	G,T	cap3,zaap1,ziu3	無
U+388F	㢏	G,KP,K,T	tau4	無
U+3890	㢐	T	？	無
U+3891	㢑	G,J,T	teoi4	無
U+3892	㢒	G,KP,T	caa4	無
U+3893	㢓	G,T	zoeng3	無
U+3894	㢔	G,T	cung1,zaai1,zung2	無
U+3895	㢕	G,J,T	zung1	無
U+3896	㢖	G,KP,T	pun1	無
U+3897	㢗	G,T	hiu1,hou4	無
U+3898	㢘	G,T	him3,lim4	無
U+3899	㢙	G,KP,T	gaan2,kaan4,saap1	無
U+389A	㢚	G,T	lou5	無
U+389B	㢛	G,T	zim6	無
U+389C	㢜	G,J,T	kong2	無
U+389D	㢝	G,KP,K,T	sou1	無
U+389E	㢞	G,KP,K,T	zi6	無
U+389F	㢟	G,T	cin2	無
U+38A0	㢠	G,H,T	gwing2	無
U+38A1	㢡	G,J,T	ceoi1,ceot1,zoeng2	無
U+38A2	㢢	J	？	無
U+38A3	㢣	G,J,T	king4,king4	無
U+38A4	㢤	KP,K	？	無
U+38A5	㢥	G,KP,T	dung6	無
U+38A6	㢦	G,KP,T	go1	無
U+38A7	㢧	G,J,T	gyun2	無
U+38A8	㢨	G,T	hon6	無
U+38A9	㢩	G,T	dik1,dim3,tiu4	無
U+38AA	㢪	G,T	wu1	無
U+38AB	㢫	G	？	無
U+38AC	㢬	G,T	wang4	無
U+38AD	㢭	G	tou1	無
U+38AE	㢮	G,K,T	ci4	無
U+38AF	㢯	G,T	deon1	無
U+38B0	㢰	G,KP,T	bei6	無
U+38B1	㢱	K	？	無
U+38B2	㢲	G,T	saan1,seon3	無
U+38B3	㢳	G,T	lou4	無
U+38B4	㢴	G,J,T	sai1	無
U+38B5	㢵	G,KP,K,T	hip3,sip3	無
U+38B6	㢶	G,T	bat6	無
U+38B7	㢷	G	？	無
U+38B8	㢸	G,K,T	baat6,mak3,pong5	無
U+38B9	㢹	K	？	無
U+38BA	㢺	G,T	zin2,zin4	無
U+38BB	㢻	G,KP,T	waai2	無
U+38BC	㢼	G,KP,K,T	bit3	無
U+38BD	㢽	G,T	nei6	無
U+38BE	㢾	G,T	gyun3	無
U+38BF	㢿	K	？	無
U+38C0	㣀	G,J,T	zan3	無
U+38C1	㣁	G,KP,T	baai3,bei6	無
U+38C2	㣂	G,T	zik6	無
U+38C3	㣃	G,H,J,T	zuk6	無
U+38C4	㣄	G,T	keoi4	無
U+38C5	㣅	G,K,T	zam1	無
U+38C6	㣆	G,T	nei4	無
U+38C7	㣇	G,T	caa3,zi6	無
U+38C8	㣈	G,T	si3	無
U+38C9	㣉	G,J,T	gung1	無
U+38CA	㣊	K	？	無
U+38CB	㣋	G,T	daan1	無
U+38CC	㣌	G,H,KP,K,T	saam3	無
U+38CD	㣍	G,T	ciu1,cong2,toi4,zaau2	無
U+38CE	㣎	G,T	man6,muk6	無
U+38CF	㣏	G,T	zing6	無
U+38D0	㣐	G,T	bin3	無
U+38D1	㣑	G,H,K,T	zung4	無
U+38D2	㣒	G,T	saang3,sik1	無
U+38D3	㣓	G,T	caan3	無
U+38D4	㣔	G,H,KP,T	ding1	無
U+38D5	㣕	K	？	無
U+38D6	㣖	K	？	無
U+38D7	㣗	K	？	無
U+38D8	㣘	G,J,T	keoi1	無
U+38D9	㣙	G,T	dek6,duk6	無
U+38DA	㣚	G,KP,T	tung2,tung4	無
U+38DB	㣛	G,T	dap6	無
U+38DC	㣜	G,T	haang4	無
U+38DD	㣝	G,T	sung1	無
U+38DE	㣞	G,J,T	dyut6	無
U+38DF	㣟	G,T	hei3	無
U+38E0	㣠	G,J,T	tou4	無
U+38E1	㣡	K	？	無
U+38E2	㣢	G,J,KP,T	daai1,taai4	無
U+38E3	㣣	G,K,T	saam2,sim2	無
U+38E4	㣤	G,KP,K,T	cin5	無
U+38E5	㣥	G,J,KP,K,T	zi6	無
U+38E6	㣦	G,T	wai1	無
U+38E7	㣧	G,K	zaan6	無
U+38E8	㣨	K	？	無
U+38E9	㣩	K	？	無
U+38EA	㣪	G,J,KP	wun6	無
U+38EB	㣫	G,KP,K,T	dung2	無
U+38EC	㣬	G,T	cap1	無
U+38ED	㣭	G,K,T	zung1	無
U+38EE	㣮	K	？	無
U+38EF	㣯	G,KP,T	sit3	無
U+38F0	㣰	G,KP,T	sik1	無
U+38F1	㣱	G,J,T	zak3	無
U+38F2	㣲	G,J,KP,T	mei4	無
U+38F3	㣳	K	？	無
U+38F4	㣴	K	？	無
U+38F5	㣵	G,T	taat3	無
U+38F6	㣶	G,T	zin1	無
U+38F7	㣷	G,K,T	ning6	無
U+38F8	㣸	K	？	無
U+38F9	㣹	K	？	無
U+38FA	㣺	H,J,T	sam1	無
U+38FB	㣻	G,KP,T	ngai6	無
U+38FC	㣼	G,J,K,T	zaan2	無
U+38FD	㣽	G,T	syu3	無
U+38FE	㣾	G,K,T	caa3	無
U+38FF	㣿	G,KP,T	coek3,niu5,zoek3	無
U+3900	㤀	KP,K	？	無
